CARRIER,DEST,DISTANCE,FL_NUM,ORIGIN,Weather,DAY_WEEK,DAY_OF_MONTH,TAIL_NUM,Flight Status,Departure_Time
DH,EWR,213,7304,IAD,0,2,6,N652BR,ontime,[21-22)
DH,EWR,213,7307,IAD,0,2,6,N324UE,ontime,[14-15)
DH,EWR,213,7371,IAD,0,2,6,N329UE,ontime,[6-7)
RU,EWR,199,2879,DCA,0,2,6,N14573,delayed,[22-23)
RU,EWR,199,2582,DCA,0,2,6,N14947,ontime,[8-9)
RU,EWR,213,2385,IAD,0,2,6,N16147,delayed,[19-20)
RU,EWR,213,2156,IAD,0,2,6,N11137,ontime,[14-15)
RU,EWR,213,2855,IAD,0,2,6,N17115,ontime,[6-7)
RU,EWR,199,2261,DCA,0,2,6,N13958,delayed,[16-17)
RU,EWR,213,2367,IAD,0,2,6,N16911,ontime,[12-13)
RU,EWR,199,2216,DCA,0,2,6,N12924,ontime,[13-14)
RU,EWR,213,2497,IAD,0,2,6,N19966,ontime,[16-17)
RU,EWR,199,2181,DCA,0,2,6,N13969,ontime,[16-17)
RU,EWR,199,2761,DCA,0,2,6,N13118,ontime,[6-7)
OH,JFK,184,5935,BWI,0,3,7,N983CA,ontime,[14-15)
DH,JFK,213,6155,DCA,0,3,7,N408FJ,ontime,[16-17)
DH,LGA,229,7208,IAD,0,3,7,N665BR,ontime,[13-14)
DH,LGA,229,7211,IAD,0,3,7,N639BR,ontime,[14-15)
DH,LGA,229,7215,IAD,0,3,7,N684BR,delayed,[18-19)
DH,LGA,229,7790,IAD,0,3,7,N634BR,ontime,[6-7)
DH,LGA,229,7792,IAD,0,3,7,N328UE,ontime,[10-11)
DH,JFK,228,7800,IAD,0,3,7,N694BR,ontime,[8-9)
DH,JFK,228,7806,IAD,0,3,7,N309UE,ontime,[12-13)
DH,JFK,228,7808,IAD,0,3,7,N330UE,ontime,[15-16)
DH,JFK,228,7810,IAD,0,3,7,N320UE,ontime,[16-17)
DH,JFK,228,7812,IAD,0,3,7,N332UE,delayed,[19-20)
DH,JFK,228,7814,IAD,0,3,7,N695BR,ontime,[21-22)
DH,JFK,228,7816,IAD,0,3,7,N305UE,ontime,[16-17)
DL,JFK,213,746,DCA,0,3,7,N908DE,ontime,[15-16)
DL,LGA,214,1740,DCA,0,3,7,N223DZ,ontime,[6-7)
DL,LGA,214,1744,DCA,0,3,7,N242DL,ontime,[8-9)
DL,LGA,214,1746,DCA,0,3,7,N225DL,ontime,[9-10)
DL,LGA,214,1748,DCA,0,3,7,N223DZ,ontime,[10-11)
DL,LGA,214,1750,DCA,0,3,7,N224DA,ontime,[11-12)
DL,LGA,214,1752,DCA,0,3,7,N242DL,ontime,[12-13)
DL,LGA,214,1754,DCA,0,3,7,N225DL,ontime,[13-14)
DL,LGA,214,1756,DCA,0,3,7,N223DZ,ontime,[14-15)
DL,LGA,214,1758,DCA,0,3,7,N224DA,ontime,[15-16)
DL,LGA,214,1760,DCA,0,3,7,N242DL,ontime,[16-17)
DL,LGA,214,1762,DCA,0,3,7,N225DL,ontime,[17-18)
DL,LGA,214,1764,DCA,0,3,7,N223DZ,ontime,[18-19)
DL,LGA,214,1766,DCA,0,3,7,N224DA,ontime,[19-20)
DL,LGA,214,1768,DCA,0,3,7,N242DL,ontime,[20-21)
MQ,JFK,213,4752,DCA,0,3,7,N736MQ,ontime,[15-16)
MQ,JFK,213,4760,DCA,0,3,7,N705MQ,ontime,[5-6)
MQ,JFK,213,4784,DCA,0,3,7,N846MQ,delayed,[19-20)
MQ,LGA,214,4952,DCA,0,3,7,N722MQ,ontime,[6-7)
MQ,LGA,214,4954,DCA,0,3,7,N723MQ,ontime,[7-8)
MQ,LGA,214,4956,DCA,0,3,7,N733MQ,ontime,[8-9)
MQ,LGA,214,4960,DCA,0,3,7,N722MQ,ontime,[10-11)
MQ,LGA,214,4964,DCA,0,3,7,N726MQ,ontime,[12-13)
MQ,LGA,214,4966,DCA,0,3,7,N730MQ,ontime,[13-14)
MQ,LGA,214,4968,DCA,0,3,7,N703MQ,delayed,[14-15)
MQ,LGA,214,4970,DCA,0,3,7,N713MQ,delayed,[16-17)
MQ,LGA,214,4976,DCA,0,3,7,N735MQ,delayed,[20-21)
UA,LGA,229,846,IAD,0,3,7,N567UA,ontime,[8-9)
US,LGA,214,1479,DCA,0,3,7,N754UW,ontime,[6-7)
US,LGA,214,2160,DCA,0,3,7,N725UW,ontime,[6-7)
US,LGA,214,2162,DCA,0,3,7,N722UW,ontime,[7-8)
US,LGA,214,2164,DCA,0,3,7,N744UW,ontime,[8-9)
US,LGA,214,2166,DCA,0,3,7,N720UW,ontime,[9-10)
US,LGA,214,2168,DCA,0,3,7,N725UW,ontime,[10-11)
US,LGA,214,2170,DCA,0,3,7,N722UW,ontime,[11-12)
US,LGA,214,2172,DCA,0,3,7,N744UW,ontime,[12-13)
US,LGA,214,2174,DCA,0,3,7,N720UW,ontime,[13-14)
US,LGA,214,2176,DCA,0,3,7,N725UW,delayed,[14-15)
US,LGA,214,2178,DCA,0,3,7,N722UW,delayed,[16-17)
US,LGA,214,2180,DCA,0,3,7,N744UW,ontime,[16-17)
US,LGA,214,2182,DCA,0,3,7,N720UW,ontime,[17-18)
US,LGA,214,2184,DCA,0,3,7,N725UW,ontime,[18-19)
US,LGA,214,2186,DCA,0,3,7,N722UW,delayed,[19-20)
US,LGA,214,2188,DCA,0,3,7,N744UW,ontime,[20-21)
RU,EWR,169,2703,BWI,0,3,7,N15574,ontime,[6-7)
RU,EWR,169,2403,BWI,0,3,7,N21537,ontime,[14-15)
RU,EWR,169,3372,BWI,0,3,7,N36915,delayed,[19-20)
RU,EWR,169,2303,BWI,0,3,7,N18557,delayed,[10-11)
CO,EWR,199,808,DCA,0,3,7,N14654,ontime,[12-13)
CO,EWR,199,816,DCA,0,3,7,N60312,delayed,[19-20)
CO,EWR,199,814,DCA,0,3,7,N76355,delayed,[18-19)
CO,EWR,199,806,DCA,0,3,7,N18622,ontime,[7-8)
DH,EWR,213,7299,IAD,0,3,7,N695BR,ontime,[8-9)
DH,EWR,213,7302,IAD,0,3,7,N696BR,ontime,[17-18)
DH,EWR,213,7303,IAD,0,3,7,N696BR,delayed,[13-14)
DH,EWR,213,7304,IAD,0,3,7,N628BR,ontime,[21-22)
DH,EWR,213,7305,IAD,0,3,7,N301UE,ontime,[6-7)
DH,EWR,213,7307,IAD,0,3,7,N324UE,ontime,[14-15)
RU,EWR,199,2216,DCA,0,3,7,N18557,ontime,[13-14)
RU,EWR,213,2855,IAD,0,3,7,N13903,delayed,[7-8)
RU,EWR,213,2156,IAD,0,3,7,N11150,delayed,[14-15)
RU,EWR,199,2582,DCA,0,3,7,N19966,ontime,[8-9)
RU,EWR,213,2367,IAD,0,3,7,N13538,ontime,[12-13)
RU,EWR,213,2497,IAD,0,3,7,N13955,ontime,[16-17)
RU,EWR,213,2385,IAD,0,3,7,N15527,delayed,[19-20)
RU,EWR,199,2761,DCA,0,3,7,N16147,ontime,[6-7)
RU,EWR,199,2879,DCA,0,3,7,N14153,ontime,[20-21)
RU,EWR,199,2261,DCA,0,3,7,N11140,ontime,[15-16)
RU,EWR,199,2181,DCA,0,3,7,N13538,ontime,[16-17)
OH,JFK,184,5935,BWI,0,4,8,N819cA,ontime,[14-15)
DH,JFK,213,6155,DCA,0,4,8,N418FJ,delayed,[16-17)
DH,LGA,229,7208,IAD,0,4,8,N682BR,ontime,[12-13)
DH,LGA,229,7211,IAD,0,4,8,N662BR,delayed,[17-18)
DH,LGA,229,7215,IAD,0,4,8,N680BR,delayed,[17-18)
DH,LGA,229,7684,IAD,0,4,8,N667BR,delayed,[21-22)
DH,LGA,229,7790,IAD,0,4,8,N642BR,ontime,[6-7)
DH,LGA,229,7792,IAD,0,4,8,N639BR,ontime,[10-11)
DH,JFK,228,7800,IAD,0,4,8,N631BR,ontime,[8-9)
DH,JFK,228,7806,IAD,0,4,8,N331UE,ontime,[12-13)
DH,JFK,228,7808,IAD,0,4,8,N301UE,ontime,[14-15)
DH,JFK,228,7810,IAD,0,4,8,N308UE,ontime,[16-17)
DH,JFK,228,7812,IAD,0,4,8,N316UE,ontime,[17-18)
DH,JFK,228,7814,IAD,0,4,8,N638BR,ontime,[21-22)
DH,JFK,228,7816,IAD,0,4,8,N320UE,ontime,[16-17)
DL,JFK,213,746,DCA,0,4,8,N962DL,delayed,[16-17)
DL,LGA,214,1740,DCA,0,4,8,N223DZ,ontime,[6-7)
DL,LGA,214,1742,DCA,0,4,8,N225DL,ontime,[7-8)
DL,LGA,214,1744,DCA,0,4,8,N242DL,ontime,[8-9)
DL,LGA,214,1746,DCA,0,4,8,N224DA,ontime,[9-10)
DL,LGA,214,1748,DCA,0,4,8,N223DZ,ontime,[10-11)
DL,LGA,214,1750,DCA,0,4,8,N225DL,ontime,[11-12)
DL,LGA,214,1752,DCA,0,4,8,N242DL,ontime,[12-13)
DL,LGA,214,1754,DCA,0,4,8,N224DA,ontime,[13-14)
DL,LGA,214,1756,DCA,0,4,8,N241DL,ontime,[14-15)
DL,LGA,214,1758,DCA,0,4,8,N225DL,ontime,[15-16)
DL,LGA,214,1760,DCA,0,4,8,N242DL,ontime,[16-17)
DL,LGA,214,1762,DCA,0,4,8,N224DA,ontime,[17-18)
DL,LGA,214,1764,DCA,0,4,8,N241DL,ontime,[18-19)
DL,LGA,214,1766,DCA,0,4,8,N225DL,ontime,[19-20)
DL,LGA,214,1768,DCA,0,4,8,N242DL,ontime,[20-21)
MQ,JFK,213,4752,DCA,0,4,8,N723MQ,ontime,[15-16)
MQ,JFK,213,4760,DCA,0,4,8,N737MQ,ontime,[5-6)
MQ,JFK,213,4784,DCA,0,4,8,N710MQ,ontime,[18-19)
MQ,LGA,214,4952,DCA,0,4,8,N708MQ,ontime,[7-8)
MQ,LGA,214,4954,DCA,0,4,8,N707MQ,ontime,[7-8)
MQ,LGA,214,4956,DCA,0,4,8,N705MQ,ontime,[8-9)
MQ,LGA,214,4960,DCA,0,4,8,N708MQ,ontime,[10-11)
MQ,LGA,214,4964,DCA,0,4,8,N732MQ,ontime,[12-13)
MQ,LGA,214,4966,DCA,0,4,8,N736MQ,ontime,[13-14)
MQ,LGA,214,4968,DCA,0,4,8,N707MQ,ontime,[14-15)
MQ,LGA,214,4970,DCA,0,4,8,N721MQ,ontime,[15-16)
MQ,LGA,214,4976,DCA,0,4,8,N732MQ,ontime,[18-19)
UA,LGA,229,846,IAD,0,4,8,N518UA,ontime,[8-9)
US,LGA,214,1479,DCA,0,4,8,N767UW,ontime,[6-7)
US,LGA,214,2160,DCA,0,4,8,N727UW,ontime,[6-7)
US,LGA,214,2162,DCA,0,4,8,N725UW,ontime,[7-8)
US,LGA,214,2164,DCA,0,4,8,N744UW,ontime,[8-9)
US,LGA,214,2166,DCA,0,4,8,N719UW,ontime,[9-10)
US,LGA,214,2168,DCA,0,4,8,N727UW,ontime,[10-11)
US,LGA,214,2170,DCA,0,4,8,N725UW,ontime,[11-12)
US,LGA,214,2172,DCA,0,4,8,N744UW,ontime,[12-13)
US,LGA,214,2174,DCA,0,4,8,N719UW,ontime,[14-15)
US,LGA,214,2176,DCA,0,4,8,N727UW,ontime,[14-15)
US,LGA,214,2178,DCA,0,4,8,N725UW,ontime,[15-16)
US,LGA,214,2180,DCA,0,4,8,N770UW,delayed,[17-18)
US,LGA,214,2182,DCA,0,4,8,N719UW,ontime,[17-18)
US,LGA,214,2184,DCA,0,4,8,N725UW,delayed,[19-20)
US,LGA,214,2186,DCA,0,4,8,N738UW,delayed,[20-21)
US,LGA,214,2188,DCA,0,4,8,N770UW,ontime,[20-21)
RU,EWR,169,3372,BWI,0,4,8,N13538,ontime,[17-18)
RU,EWR,169,2403,BWI,0,4,8,N13935,ontime,[14-15)
RU,EWR,169,2303,BWI,0,4,8,N14933,ontime,[10-11)
RU,EWR,169,2703,BWI,0,4,8,N15973,ontime,[6-7)
CO,EWR,199,814,DCA,0,4,8,N29717,ontime,[17-18)
CO,EWR,199,806,DCA,0,4,8,N11612,ontime,[7-8)
CO,EWR,199,808,DCA,0,4,8,N18658,ontime,[12-13)
CO,EWR,199,816,DCA,0,4,8,N14645,ontime,[18-19)
DH,EWR,213,7299,IAD,0,4,8,N674BR,ontime,[8-9)
DH,EWR,213,7302,IAD,0,4,8,N652BR,ontime,[17-18)
DH,EWR,213,7303,IAD,0,4,8,N652BR,ontime,[12-13)
DH,EWR,213,7304,IAD,0,4,8,N695BR,ontime,[21-22)
DH,EWR,213,7305,IAD,0,4,8,N332UE,ontime,[6-7)
DH,EWR,213,7307,IAD,0,4,8,N303UE,ontime,[14-15)
RU,EWR,213,2156,IAD,0,4,8,N13132,ontime,[14-15)
RU,EWR,213,2385,IAD,0,4,8,N24103,ontime,[18-19)
RU,EWR,213,2692,IAD,0,4,8,N25504,ontime,[12-13)
RU,EWR,199,2181,DCA,0,4,8,N10575,ontime,[16-17)
RU,EWR,199,2761,DCA,0,4,8,N11565,delayed,[6-7)
RU,EWR,199,2216,DCA,0,4,8,N16546,ontime,[13-14)
RU,EWR,213,2855,IAD,0,4,8,N14952,ontime,[7-8)
RU,EWR,213,2497,IAD,0,4,8,N12564,ontime,[17-18)
RU,EWR,199,2582,DCA,0,4,8,N36915,ontime,[8-9)
RU,EWR,199,2879,DCA,0,4,8,N16954,ontime,[20-21)
RU,EWR,199,2261,DCA,0,4,8,N16963,ontime,[15-16)
OH,JFK,184,5935,BWI,0,5,9,N812CA,ontime,[14-15)
DH,JFK,213,6155,DCA,0,5,9,N415FJ,ontime,[16-17)
DH,LGA,229,7208,IAD,0,5,9,N650BR,ontime,[12-13)
DH,LGA,229,7211,IAD,0,5,9,N697BR,delayed,[16-17)
DH,LGA,229,7215,IAD,0,5,9,N658BR,delayed,[21-22)
DH,LGA,229,7684,IAD,0,5,9,N699BR,ontime,[21-22)
DH,LGA,229,7790,IAD,0,5,9,N647BR,delayed,[7-8)
DH,LGA,229,7792,IAD,0,5,9,N647BR,ontime,[11-12)
DH,JFK,228,7800,IAD,0,5,9,N667BR,delayed,[8-9)
DH,JFK,228,7806,IAD,0,5,9,N316UE,ontime,[12-13)
DH,JFK,228,7808,IAD,0,5,9,N308UE,ontime,[14-15)
DH,JFK,228,7810,IAD,0,5,9,N311UE,ontime,[16-17)
DH,JFK,228,7812,IAD,0,5,9,N333UE,ontime,[17-18)
DH,JFK,228,7814,IAD,0,5,9,N675BR,ontime,[21-22)
DH,JFK,228,7816,IAD,0,5,9,N309UE,ontime,[16-17)
DL,JFK,213,746,DCA,0,5,9,N951DL,ontime,[15-16)
DL,LGA,214,1740,DCA,0,5,9,N241DL,ontime,[6-7)
DL,LGA,214,1742,DCA,0,5,9,N224DA,delayed,[7-8)
DL,LGA,214,1744,DCA,0,5,9,N242DL,ontime,[8-9)
DL,LGA,214,1746,DCA,0,5,9,N225DL,ontime,[9-10)
DL,LGA,214,1748,DCA,0,5,9,N241DL,ontime,[10-11)
DL,LGA,214,1750,DCA,0,5,9,N224DA,ontime,[11-12)
DL,LGA,214,1752,DCA,0,5,9,N222DZ,ontime,[12-13)
DL,LGA,214,1754,DCA,0,5,9,N225DL,ontime,[13-14)
DL,LGA,214,1756,DCA,0,5,9,N241DL,ontime,[14-15)
DL,LGA,214,1758,DCA,0,5,9,N221DL,ontime,[15-16)
DL,LGA,214,1760,DCA,0,5,9,N222DZ,ontime,[16-17)
DL,LGA,214,1762,DCA,0,5,9,N225DL,ontime,[17-18)
DL,LGA,214,1764,DCA,0,5,9,N241DL,ontime,[18-19)
DL,LGA,214,1766,DCA,0,5,9,N221DL,ontime,[19-20)
DL,LGA,214,1768,DCA,0,5,9,N222DZ,ontime,[20-21)
MQ,JFK,213,4752,DCA,0,5,9,N708MQ,ontime,[15-16)
MQ,JFK,213,4760,DCA,0,5,9,N801MQ,ontime,[5-6)
MQ,JFK,213,4784,DCA,0,5,9,N736MQ,delayed,[18-19)
MQ,LGA,214,4954,DCA,0,5,9,N731MQ,delayed,[8-9)
MQ,LGA,214,4956,DCA,0,5,9,N715MQ,ontime,[8-9)
MQ,LGA,214,4960,DCA,0,5,9,N713MQ,delayed,[11-12)
MQ,LGA,214,4964,DCA,0,5,9,N715MQ,ontime,[12-13)
MQ,LGA,214,4966,DCA,0,5,9,N739MQ,ontime,[13-14)
MQ,LGA,214,4968,DCA,0,5,9,N712MQ,ontime,[15-16)
MQ,LGA,214,4970,DCA,0,5,9,N732MQ,delayed,[16-17)
MQ,LGA,214,4972,DCA,0,5,9,N707MQ,ontime,[16-17)
MQ,LGA,214,4976,DCA,0,5,9,N726MQ,delayed,[19-20)
UA,LGA,229,846,IAD,0,5,9,N520UA,delayed,[9-10)
US,LGA,214,1479,DCA,0,5,9,N733UW,ontime,[6-7)
US,LGA,214,2160,DCA,0,5,9,N724UW,ontime,[6-7)
US,LGA,214,2162,DCA,0,5,9,N738UW,ontime,[7-8)
US,LGA,214,2166,DCA,0,5,9,N722UW,ontime,[9-10)
US,LGA,214,2168,DCA,0,5,9,N724UW,ontime,[10-11)
US,LGA,214,2170,DCA,0,5,9,N738UW,ontime,[11-12)
US,LGA,214,2172,DCA,0,5,9,N750UW,ontime,[12-13)
US,LGA,214,2174,DCA,0,5,9,N722UW,ontime,[13-14)
US,LGA,214,2176,DCA,0,5,9,N724UW,ontime,[14-15)
US,LGA,214,2178,DCA,0,5,9,N738UW,ontime,[15-16)
US,LGA,214,2180,DCA,0,5,9,N750UW,ontime,[16-17)
US,LGA,214,2182,DCA,0,5,9,N722UW,ontime,[17-18)
US,LGA,214,2184,DCA,0,5,9,N724UW,ontime,[19-20)
US,LGA,214,2186,DCA,0,5,9,N738UW,ontime,[19-20)
US,LGA,214,2188,DCA,0,5,9,N750UW,ontime,[20-21)
RU,EWR,169,3372,BWI,0,5,9,N16963,ontime,[17-18)
RU,EWR,169,2403,BWI,0,5,9,N15926,ontime,[14-15)
RU,EWR,169,2303,BWI,0,5,9,N13989,delayed,[11-12)
RU,EWR,169,2703,BWI,0,5,9,N12552,ontime,[7-8)
CO,EWR,199,814,DCA,0,5,9,N70353,ontime,[17-18)
CO,EWR,199,816,DCA,0,5,9,N46625,ontime,[18-19)
CO,EWR,199,808,DCA,0,5,9,N14664,ontime,[12-13)
CO,EWR,199,806,DCA,0,5,9,N19621,ontime,[7-8)
DH,EWR,213,7299,IAD,0,5,9,N698BR,ontime,[8-9)
DH,EWR,213,7302,IAD,0,5,9,N652BR,ontime,[17-18)
DH,EWR,213,7303,IAD,0,5,9,N661BR,ontime,[12-13)
DH,EWR,213,7304,IAD,0,5,9,N646BR,ontime,[21-22)
DH,EWR,213,7305,IAD,0,5,9,N301UE,ontime,[6-7)
DH,EWR,213,7307,IAD,0,5,9,N312UE,ontime,[14-15)
RU,EWR,199,2181,DCA,0,5,9,N18556,ontime,[16-17)
RU,EWR,199,2261,DCA,0,5,9,N13955,ontime,[15-16)
RU,EWR,199,2216,DCA,0,5,9,N13989,ontime,[13-14)
RU,EWR,213,2855,IAD,0,5,9,N13550,delayed,[7-8)
RU,EWR,213,2692,IAD,0,5,9,N14505,ontime,[12-13)
RU,EWR,213,2385,IAD,0,5,9,N27152,ontime,[18-19)
RU,EWR,213,2156,IAD,0,5,9,N16151,ontime,[14-15)
RU,EWR,199,2582,DCA,0,5,9,N11565,ontime,[8-9)
RU,EWR,199,2879,DCA,0,5,9,N14907,ontime,[20-21)
RU,EWR,213,2497,IAD,0,5,9,N12900,ontime,[16-17)
RU,EWR,199,2761,DCA,0,5,9,N15985,ontime,[6-7)
OH,JFK,184,5935,BWI,0,6,10,N805CA,ontime,[14-15)
DH,JFK,213,6155,DCA,0,6,10,N424FJ,delayed,[16-17)
DH,LGA,229,7208,IAD,0,6,10,N627BR,ontime,[12-13)
DH,LGA,229,7215,IAD,0,6,10,N688BR,ontime,[17-18)
DH,LGA,229,7684,IAD,0,6,10,N692BR,ontime,[21-22)
DH,JFK,228,7800,IAD,0,6,10,N682BR,delayed,[9-10)
DH,JFK,228,7806,IAD,0,6,10,N313UE,delayed,[13-14)
DH,JFK,228,7810,IAD,0,6,10,N315UE,ontime,[16-17)
DH,JFK,228,7812,IAD,0,6,10,N321UE,ontime,[17-18)
DH,JFK,228,7814,IAD,0,6,10,N642BR,ontime,[21-22)
DH,JFK,228,7818,IAD,0,6,10,N307UE,ontime,[18-19)
DL,JFK,213,746,DCA,0,6,10,N906DE,delayed,[15-16)
DL,LGA,214,1742,DCA,0,6,10,N225DL,ontime,[7-8)
DL,LGA,214,1744,DCA,0,6,10,N241DL,ontime,[8-9)
DL,LGA,214,1748,DCA,0,6,10,N221DL,ontime,[10-11)
DL,LGA,214,1752,DCA,0,6,10,N241DL,ontime,[12-13)
DL,LGA,214,1756,DCA,0,6,10,N221DL,ontime,[14-15)
DL,LGA,214,1760,DCA,0,6,10,N241DL,ontime,[16-17)
DL,LGA,214,1764,DCA,0,6,10,N221DL,ontime,[18-19)
DL,LGA,214,1768,DCA,0,6,10,N241DL,ontime,[20-21)
MQ,JFK,213,4752,DCA,0,6,10,N841MQ,ontime,[15-16)
MQ,JFK,213,4760,DCA,0,6,10,N718MQ,delayed,[5-6)
MQ,JFK,213,4784,DCA,0,6,10,N709MQ,ontime,[18-19)
MQ,LGA,214,4956,DCA,0,6,10,N717MQ,ontime,[8-9)
MQ,LGA,214,4964,DCA,0,6,10,N715MQ,ontime,[13-14)
UA,LGA,229,846,IAD,0,6,10,N565UA,ontime,[8-9)
US,LGA,214,2160,DCA,0,6,10,N722UW,ontime,[6-7)
US,LGA,214,2164,DCA,0,6,10,N750UW,ontime,[8-9)
US,LGA,214,2168,DCA,0,6,10,N722UW,ontime,[10-11)
US,LGA,214,2172,DCA,0,6,10,N750UW,ontime,[12-13)
US,LGA,214,2176,DCA,0,6,10,N722UW,ontime,[14-15)
US,LGA,214,2180,DCA,0,6,10,N750UW,ontime,[16-17)
US,LGA,214,2184,DCA,0,6,10,N722UW,ontime,[18-19)
RU,EWR,169,3372,BWI,0,6,10,N13553,ontime,[17-18)
RU,EWR,169,2229,BWI,0,6,10,N14943,ontime,[14-15)
RU,EWR,169,2703,BWI,0,6,10,N10575,ontime,[6-7)
RU,EWR,169,2303,BWI,0,6,10,N13936,ontime,[10-11)
CO,EWR,199,808,DCA,0,6,10,N14660,ontime,[12-13)
DH,EWR,213,7299,IAD,0,6,10,N705BR,ontime,[9-10)
DH,EWR,213,7302,IAD,0,6,10,N658BR,ontime,[17-18)
DH,EWR,213,7303,IAD,0,6,10,N658BR,ontime,[12-13)
DH,EWR,213,7304,IAD,0,6,10,N625BR,ontime,[21-22)
RU,EWR,213,2497,IAD,0,6,10,N16149,ontime,[16-17)
RU,EWR,213,2855,IAD,0,6,10,N26545,ontime,[6-7)
RU,EWR,199,2361,DCA,0,6,10,N17560,ontime,[15-16)
RU,EWR,213,2156,IAD,0,6,10,N11113,ontime,[14-15)
RU,EWR,199,2761,DCA,0,6,10,N14943,ontime,[6-7)
RU,EWR,199,2097,DCA,0,6,10,N13903,ontime,[17-18)
RU,EWR,199,2216,DCA,0,6,10,N13553,ontime,[13-14)
RU,EWR,199,2582,DCA,0,6,10,N27152,ontime,[9-10)
OH,JFK,184,5935,BWI,0,7,11,N966CA,ontime,[14-15)
DH,JFK,213,6155,DCA,0,7,11,N415FJ,ontime,[16-17)
DH,LGA,229,7208,IAD,0,7,11,N684BR,ontime,[13-14)
DH,LGA,229,7211,IAD,0,7,11,N309UE,ontime,[15-16)
DH,LGA,229,7215,IAD,0,7,11,N706BR,ontime,[17-18)
DH,LGA,229,7684,IAD,0,7,11,N677BR,ontime,[21-22)
DH,JFK,228,7800,IAD,0,7,11,N692BR,ontime,[8-9)
DH,JFK,228,7806,IAD,0,7,11,N321UE,ontime,[12-13)
DH,JFK,228,7808,IAD,0,7,11,N316UE,delayed,[15-16)
DH,JFK,228,7810,IAD,0,7,11,N332UE,ontime,[16-17)
DH,JFK,228,7812,IAD,0,7,11,N329UE,ontime,[17-18)
DH,JFK,228,7814,IAD,0,7,11,N674BR,delayed,[21-22)
DH,JFK,228,7816,IAD,0,7,11,N330UE,ontime,[16-17)
DL,JFK,213,746,DCA,0,7,11,N970DL,delayed,[14-15)
DL,LGA,214,1744,DCA,0,7,11,N221DL,ontime,[8-9)
DL,LGA,214,1748,DCA,0,7,11,N242DL,ontime,[10-11)
DL,LGA,214,1750,DCA,0,7,11,N241DL,ontime,[11-12)
DL,LGA,214,1752,DCA,0,7,11,N221DL,ontime,[12-13)
DL,LGA,214,1754,DCA,0,7,11,N222DZ,ontime,[13-14)
DL,LGA,214,1756,DCA,0,7,11,N242DL,ontime,[14-15)
DL,LGA,214,1758,DCA,0,7,11,N241DL,ontime,[15-16)
DL,LGA,214,1760,DCA,0,7,11,N221DL,ontime,[16-17)
DL,LGA,214,1762,DCA,0,7,11,N222DZ,ontime,[17-18)
DL,LGA,214,1764,DCA,0,7,11,N242DL,ontime,[18-19)
DL,LGA,214,1766,DCA,0,7,11,N241DL,ontime,[19-20)
DL,LGA,214,1768,DCA,0,7,11,N221DL,ontime,[20-21)
MQ,JFK,213,4752,DCA,0,7,11,N801MQ,ontime,[15-16)
MQ,JFK,213,4760,DCA,0,7,11,N710MQ,ontime,[5-6)
MQ,JFK,213,4771,DCA,0,7,11,N704MQ,ontime,[9-10)
MQ,JFK,213,4784,DCA,0,7,11,N704MQ,delayed,[20-21)
MQ,LGA,214,4964,DCA,0,7,11,N709MQ,delayed,[12-13)
MQ,LGA,214,4968,DCA,0,7,11,N704MQ,ontime,[14-15)
MQ,LGA,214,4972,DCA,0,7,11,N737MQ,ontime,[16-17)
MQ,LGA,214,4976,DCA,0,7,11,N734MQ,ontime,[19-20)
UA,LGA,229,846,IAD,0,7,11,N588UA,ontime,[8-9)
US,LGA,214,2164,DCA,0,7,11,N763UW,ontime,[8-9)
US,LGA,214,2166,DCA,0,7,11,N721UW,ontime,[9-10)
US,LGA,214,2168,DCA,0,7,11,N722UW,ontime,[10-11)
US,LGA,214,2170,DCA,0,7,11,N748UW,ontime,[12-13)
US,LGA,214,2172,DCA,0,7,11,N763UW,ontime,[12-13)
US,LGA,214,2174,DCA,0,7,11,N721UW,ontime,[13-14)
US,LGA,214,2176,DCA,0,7,11,N722UW,ontime,[14-15)
US,LGA,214,2178,DCA,0,7,11,N748UW,ontime,[15-16)
US,LGA,214,2180,DCA,0,7,11,N763UW,ontime,[16-17)
US,LGA,214,2182,DCA,0,7,11,N721UW,ontime,[17-18)
US,LGA,214,2184,DCA,0,7,11,N722UW,ontime,[18-19)
US,LGA,214,2186,DCA,0,7,11,N748UW,ontime,[20-21)
US,LGA,214,2188,DCA,0,7,11,N763UW,ontime,[20-21)
RU,EWR,169,3372,BWI,0,7,11,N12540,ontime,[17-18)
RU,EWR,169,2303,BWI,0,7,11,N13990,ontime,[10-11)
RU,EWR,169,2703,BWI,0,7,11,N12946,ontime,[13-14)
RU,EWR,169,2403,BWI,0,7,11,N10575,ontime,[14-15)
CO,EWR,199,816,DCA,0,7,11,N33608,ontime,[18-19)
CO,EWR,199,1767,DCA,0,7,11,N11656,ontime,[12-13)
CO,EWR,199,810,DCA,0,7,11,N19623,ontime,[16-17)
DH,EWR,213,7299,IAD,0,7,11,N654BR,ontime,[8-9)
DH,EWR,213,7302,IAD,0,7,11,N691BR,ontime,[17-18)
DH,EWR,213,7303,IAD,0,7,11,N691BR,ontime,[12-13)
DH,EWR,213,7304,IAD,0,7,11,N652BR,ontime,[21-22)
DH,EWR,213,7307,IAD,0,7,11,N307UE,delayed,[15-16)
RU,EWR,199,2879,DCA,0,7,11,N13123,ontime,[21-22)
RU,EWR,213,2254,IAD,0,7,11,N13975,ontime,[8-9)
